experiment,i,M,base,pm,lora,q,BS,GAS,GBS,beam,tGPU,gGPU
FormidableZam,6,t,TimelessNien/2,7b,32,nf4,1024,1024,3,3,38.,30.
FormidableZam,5,t,TimelessNien/2,7b,32,nf4,1024,1024,3,3,38.,30.
FormidableZam,4,t,TimelessNien/2,7b,32,nf4,1024,1024,3,3,38.,30.
FormidableZam,3,t,TimelessNien/2,7b,32,nf4,1024,1024,3,3,38.,30.
FormidableZam,2,t,TimelessNien/2,7b,32,nf4,1024,1024,3,3,38.,30.
FormidableZam,1,t,TimelessNien/2,7b,32,nf4,1024,1024,3,3,38.,30.
UnyieldingAhsoka,11,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,10,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,9,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,8,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,7,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,6,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,5,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,4,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,3,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,2,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
UnyieldingAhsoka,1,t,TimelessNien/4,7b,32,nf4,1024,1024,3,3,38.,31.
EuphoricCody,10,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,9,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,8,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,7,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,6,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,5,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,4,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,3,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,2,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
EuphoricCody,1,t,AstralKiAdi/6,7b,32,nf4,1024,1024,3,3,38.,30.
IconicQuiGon,1,t,AstralKiAdi/6,7b,32,nf4,1024,1024,4,3,Non,Non
UnchartedCerea,1,t,AstralKiAdi/6,7b,32,nf4,1024,1024,4,3,38.,36.
MysteriousRyndellia,1,t,ThunderousVentress/6,7b,32,nf4,1024,1024,4,3,Non,Non
LegendaryRyloth,1,t,TimelessNien/6,7b,32,nf4,1024,1024,4,3,Non,Non
HarmoniousGideon,1,t,TimelessNien/2,7b,32,nf4,1024,1024,4,3,Non,Non
SpectralWicket,1,t,TimelessNien/4,7b,32,nf4,1024,1024,4,3,Non,Non
ResilientRex,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
ResilientRex,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,53.
WondrousCerea,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
WondrousCerea,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,68.,50.
TimelessLandosFarm,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,10,3,Non,Non
FieryK2SO,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,10,3,Non,Non
ResoluteNaboo,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,512,6,3,Non,Non
MesmerizingZam,3,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
MesmerizingZam,2,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
MesmerizingZam,1,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
SpiritedDewback,4,t,TimelessNien/2,7b,32,nf4,1024,1024,2,3,38.,20.
SpiritedDewback,3,t,TimelessNien/2,7b,32,nf4,1024,1024,2,3,38.,20.
SpiritedDewback,2,t,TimelessNien/2,7b,32,nf4,1024,1024,2,3,38.,20.
SpiritedDewback,1,t,TimelessNien/2,7b,32,nf4,1024,1024,2,3,38.,20.
FieryDarthVader,4,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
FieryDarthVader,3,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
FieryDarthVader,2,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
FieryDarthVader,1,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
FormidableUmbara,4,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,21.
FormidableUmbara,3,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,21.
FormidableUmbara,2,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,21.
FormidableUmbara,1,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,21.
LuminousWookiee,4,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,24.
LuminousWookiee,3,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,24.
LuminousWookiee,2,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,24.
LuminousWookiee,1,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,24.
UnforgettableKit,4,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,21.
UnforgettableKit,3,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,21.
UnforgettableKit,2,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,21.
UnforgettableKit,1,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,21.
CelestialNevarro,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
CelestialNevarro,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,48.
SupernovaHoth,6,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
SupernovaHoth,5,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
SupernovaHoth,4,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
SupernovaHoth,3,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
SupernovaHoth,2,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
SupernovaHoth,1,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,23.
IconicThyferra,4,t,TimelessNien/2,7b,32,nf4,1024,1024,2,3,38.,24.
IconicThyferra,3,t,TimelessNien/2,7b,32,nf4,1024,1024,2,3,38.,24.
IconicThyferra,2,t,TimelessNien/2,7b,32,nf4,1024,1024,2,3,38.,24.
IconicThyferra,1,t,TimelessNien/2,7b,32,nf4,1024,1024,2,3,38.,24.
DauntlessGeonosis,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
DauntlessGeonosis,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,38.
InfiniteCad,7,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
InfiniteCad,6,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
InfiniteCad,5,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
InfiniteCad,4,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
InfiniteCad,3,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
InfiniteCad,2,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
InfiniteCad,1,t,TimelessNien/6,7b,32,nf4,1024,1024,2,3,38.,23.
FieryBodhi,7,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,24.
FieryBodhi,6,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,24.
FieryBodhi,5,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,24.
FieryBodhi,4,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,24.
FieryBodhi,3,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,24.
FieryBodhi,2,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,24.
FieryBodhi,1,t,TimelessNien/4,7b,32,nf4,1024,1024,2,3,38.,24.
BewitchingNien,7,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,23.
BewitchingNien,6,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,23.
BewitchingNien,5,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,23.
BewitchingNien,4,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,23.
BewitchingNien,3,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,23.
BewitchingNien,2,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,23.
BewitchingNien,1,t,ThunderousVentress/6,7b,32,nf4,1024,1024,2,3,38.,23.
BewitchingChirrut,7,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,21.
BewitchingChirrut,6,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,21.
BewitchingChirrut,5,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,21.
BewitchingChirrut,4,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,21.
BewitchingChirrut,3,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,21.
BewitchingChirrut,2,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,21.
BewitchingChirrut,1,t,AstralKiAdi/6,7b,32,nf4,1024,1024,2,3,38.,21.
WondrousDarthMaul,0,h,meta-llama/Llama-2-chat-hf,7b,8,nf4,1,1,12,1,Non,15.
ThunderousVentress,6,t,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,31.
ThunderousVentress,5,t,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,31.
ThunderousVentress,4,t,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,31.
ThunderousVentress,3,t,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,31.
ThunderousVentress,2,t,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,31.
ThunderousVentress,1,t,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,31.
ImmortalWatto,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
ImmortalWatto,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,71.,44.
GalacticDromundKaas,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
GalacticDromundKaas,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,73.,49.
IntrepidVardos,11,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,10,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,9,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,8,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,7,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,6,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,5,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,4,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,3,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,2,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
IntrepidVardos,1,h,meta-llama/Llama-2-chat-hf,13,32,nf4,128,64,6,3,72.,52.
ResolutePadmé,1,t,t5-3b,3b,,nf4,128,64,2,3,Non,Non
LimitlessGeonosis,10,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,9,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,8,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,7,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,6,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,5,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,4,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,3,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,2,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
LimitlessGeonosis,1,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,38.
HeroicWatto,11,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,10,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,9,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,8,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,7,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,6,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,5,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,4,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,3,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,2,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
HeroicWatto,1,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,46.,30.
RelentlessKrennic,11,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,10,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,9,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,8,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,7,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,6,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,5,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,4,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,3,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,2,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
RelentlessKrennic,1,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,34.
MythicalLehon,3,t,meta-llama/Llama-2-chat-hf,13,32,nf4,128,128,3,3,39.,31.
MythicalLehon,2,t,meta-llama/Llama-2-chat-hf,13,32,nf4,128,128,3,3,39.,31.
MythicalLehon,1,t,meta-llama/Llama-2-chat-hf,13,32,nf4,128,128,3,3,39.,31.
DashingDagobah,10,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,9,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,8,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,7,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,6,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,5,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,4,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,3,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,2,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
DashingDagobah,1,h,meta-llama/Llama-2-chat-hf,7b,32,nf4,128,64,8,3,45.,40.
TimelessNien,6,t,meta-llama/Llama-2-chat-hf,13,64,nf4,1024,1024,3,3,41.,33.
TimelessNien,5,t,meta-llama/Llama-2-chat-hf,13,64,nf4,1024,1024,3,3,41.,33.
TimelessNien,4,t,meta-llama/Llama-2-chat-hf,13,64,nf4,1024,1024,3,3,41.,33.
TimelessNien,3,t,meta-llama/Llama-2-chat-hf,13,64,nf4,1024,1024,3,3,41.,33.
TimelessNien,2,t,meta-llama/Llama-2-chat-hf,13,64,nf4,1024,1024,3,3,41.,33.
TimelessNien,1,t,meta-llama/Llama-2-chat-hf,13,64,nf4,1024,1024,3,3,41.,33.
IconicChewbacca,6,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,31.
IconicChewbacca,5,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,31.
IconicChewbacca,4,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,31.
IconicChewbacca,3,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,31.
IconicChewbacca,2,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,31.
IconicChewbacca,1,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,31.
AstralKiAdi,6,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,27.
AstralKiAdi,5,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,27.
AstralKiAdi,4,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,27.
AstralKiAdi,3,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,27.
AstralKiAdi,2,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,27.
AstralKiAdi,1,t,meta-llama/Llama-2-chat-hf,13,32,nf4,1024,1024,3,3,39.,27.
VibrantKefBir,3,h,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,28.
VibrantKefBir,2,h,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,28.
VibrantKefBir,1,h,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,28.
DashingQuarren,3,h,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,32.
DashingQuarren,2,h,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,32.
DashingQuarren,1,h,meta-llama/Llama-2-chat-hf,13,1,nf4,128,64,3,3,69.,32.
IconicKuiil,11,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,10,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,9,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,8,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,7,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,6,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,5,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,4,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,3,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,2,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
IconicKuiil,1,t,SerendipitousOrson/3,7b,32,nf4,128,128,2,3,38.,19.
FierceDewback,8,t,SerendipitousOrson/1,7b,32,nf4,128,128,2,3,38.,20.
FierceDewback,7,t,SerendipitousOrson/1,7b,32,nf4,128,128,2,3,38.,20.
FierceDewback,6,t,SerendipitousOrson/1,7b,32,nf4,128,128,2,3,38.,20.
FierceDewback,5,t,SerendipitousOrson/1,7b,32,nf4,128,128,2,3,38.,20.
FierceDewback,4,t,SerendipitousOrson/1,7b,32,nf4,128,128,2,3,38.,20.
FierceDewback,3,t,SerendipitousOrson/1,7b,32,nf4,128,128,2,3,38.,20.
FierceDewback,2,t,SerendipitousOrson/1,7b,32,nf4,128,128,2,3,38.,20.
FierceDewback,1,t,SerendipitousOrson/1,7b,32,nf4,128,128,2,3,38.,20.
ElusiveGideon,6,t,meta-llama/Llama-2-chat-hf,7b,1,nf4,128,128,3,3,23.,18.
ElusiveGideon,5,t,meta-llama/Llama-2-chat-hf,7b,1,nf4,128,128,3,3,23.,18.
ElusiveGideon,4,t,meta-llama/Llama-2-chat-hf,7b,1,nf4,128,128,3,3,23.,18.
ElusiveGideon,3,t,meta-llama/Llama-2-chat-hf,7b,1,nf4,128,128,3,3,23.,18.
ElusiveGideon,2,t,meta-llama/Llama-2-chat-hf,7b,1,nf4,128,128,3,3,23.,18.
